cont,label,score,divisor,posx,posy,posx,new_width,new_width,new_height,new_height,posy
238,S,0.887644,40,1757,237,1757,1805,1805,285,285,237
239,Z,0.080043,40,1805,237,1805,1852,1852,285,285,237
239,S,0.919957,40,1805,237,1805,1852,1852,285,285,237
240,Z,0.036426,40,1852,237,1852,1900,1900,285,285,237
240,S,0.963574,40,1852,237,1852,1900,1900,285,285,237
241,Z,0.065416,40,0,285,0,47,47,332,332,285
241,S,0.934584,40,0,285,0,47,47,332,332,285
242,Z,0.027388,40,47,285,47,95,95,332,332,285
242,S,0.972612,40,47,285,47,95,95,332,332,285
243,Z,0.018076,40,95,285,95,142,142,332,332,285
243,S,0.981924,40,95,285,95,142,142,332,332,285
244,Z,0.020323,40,142,285,142,190,190,332,332,285
244,S,0.979677,40,142,285,142,190,190,332,332,285
245,Z,0.015498,40,190,285,190,237,237,332,332,285
245,S,0.984502,40,190,285,190,237,237,332,332,285
246,Z,0.016089,40,237,285,237,285,285,332,332,285
246,S,0.983911,40,237,285,237,285,285,332,332,285
247,Z,0.061521,40,285,285,285,332,332,332,332,285
247,S,0.938479,40,285,285,285,332,332,332,332,285
248,Z,0.058249,40,332,285,332,380,380,332,332,285
248,S,0.941751,40,332,285,332,380,380,332,332,285
249,Z,0.025748,40,380,285,380,427,427,332,332,285
249,S,0.974252,40,380,285,380,427,427,332,332,285
250,Z,0.271073,40,427,285,427,475,475,332,332,285
250,S,0.728927,40,427,285,427,475,475,332,332,285
251,Z,0.013506,40,475,285,475,522,522,332,332,285
251,S,0.986494,40,475,285,475,522,522,332,332,285
252,Z,0.019253,40,522,285,522,570,570,332,332,285
252,S,0.980747,40,522,285,522,570,570,332,332,285
253,Z,0.009322,40,570,285,570,617,617,332,332,285
253,S,0.990678,40,570,285,570,617,617,332,332,285
254,Z,0.045068,40,617,285,617,665,665,332,332,285
254,S,0.954932,40,617,285,617,665,665,332,332,285
255,Z,0.528236,40,665,285,665,712,712,332,332,285
255,S,0.471764,40,665,285,665,712,712,332,332,285
256,Z,0.200916,40,712,285,712,760,760,332,332,285
256,S,0.799084,40,712,285,712,760,760,332,332,285
257,Z,0.100636,40,760,285,760,807,807,332,332,285
257,S,0.899364,40,760,285,760,807,807,332,332,285
258,Z,0.006934,40,807,285,807,855,855,332,332,285
258,S,0.993066,40,807,285,807,855,855,332,332,285
259,Z,0.039785,40,855,285,855,902,902,332,332,285
259,S,0.960215,40,855,285,855,902,902,332,332,285
260,Z,0.072408,40,902,285,902,950,950,332,332,285
260,S,0.927592,40,902,285,902,950,950,332,332,285
261,Z,0.079462,40,950,285,950,997,997,332,332,285
261,S,0.920538,40,950,285,950,997,997,332,332,285
262,Z,0.030826,40,997,285,997,1045,1045,332,332,285
262,S,0.969174,40,997,285,997,1045,1045,332,332,285
263,Z,0.030097,40,1045,285,1045,1092,1092,332,332,285
263,S,0.969903,40,1045,285,1045,1092,1092,332,332,285
264,Z,0.018239,40,1092,285,1092,1140,1140,332,332,285
264,S,0.981762,40,1092,285,1092,1140,1140,332,332,285
265,Z,0.107951,40,1140,285,1140,1187,1187,332,332,285
265,S,0.892049,40,1140,285,1140,1187,1187,332,332,285
266,Z,0.320888,40,1187,285,1187,1235,1235,332,332,285
266,S,0.679112,40,1187,285,1187,1235,1235,332,332,285
267,Z,0.035667,40,1235,285,1235,1282,1282,332,332,285
267,S,0.964333,40,1235,285,1235,1282,1282,332,332,285
268,Z,0.309046,40,1282,285,1282,1330,1330,332,332,285
268,S,0.690954,40,1282,285,1282,1330,1330,332,332,285
269,Z,0.138712,40,1330,285,1330,1377,1377,332,332,285
269,S,0.861288,40,1330,285,1330,1377,1377,332,332,285
270,Z,0.039645,40,1377,285,1377,1425,1425,332,332,285
270,S,0.960355,40,1377,285,1377,1425,1425,332,332,285
271,Z,0.020190,40,1425,285,1425,1472,1472,332,332,285
271,S,0.979810,40,1425,285,1425,1472,1472,332,332,285
272,Z,0.020363,40,1472,285,1472,1520,1520,332,332,285
272,S,0.979637,40,1472,285,1472,1520,1520,332,332,285
273,Z,0.423528,40,1520,285,1520,1567,1567,332,332,285
273,S,0.576472,40,1520,285,1520,1567,1567,332,332,285
274,Z,0.200722,40,1567,285,1567,1615,1615,332,332,285
274,S,0.799278,40,1567,285,1567,1615,1615,332,332,285
275,Z,0.030842,40,1615,285,1615,1662,1662,332,332,285
275,S,0.969158,40,1615,285,1615,1662,1662,332,332,285
276,Z,0.078747,40,1662,285,1662,1710,1710,332,332,285
276,S,0.921253,40,1662,285,1662,1710,1710,332,332,285
277,Z,0.163159,40,1710,285,1710,1757,1757,332,332,285
277,S,0.836841,40,1710,285,1710,1757,1757,332,332,285
278,Z,0.233593,40,1757,285,1757,1805,1805,332,332,285
278,S,0.766407,40,1757,285,1757,1805,1805,332,332,285
279,Z,0.131843,40,1805,285,1805,1852,1852,332,332,285
279,S,0.868157,40,1805,285,1805,1852,1852,332,332,285
280,Z,0.012985,40,1852,285,1852,1900,1900,332,332,285
280,S,0.987015,40,1852,285,1852,1900,1900,332,332,285
281,Z,0.045585,40,0,332,0,47,47,380,380,332
281,S,0.954415,40,0,332,0,47,47,380,380,332
282,Z,0.073865,40,47,332,47,95,95,380,380,332
282,S,0.926135,40,47,332,47,95,95,380,380,332
283,Z,0.173630,40,95,332,95,142,142,380,380,332
283,S,0.826370,40,95,332,95,142,142,380,380,332
284,Z,0.022676,40,142,332,142,190,190,380,380,332
284,S,0.977324,40,142,332,142,190,190,380,380,332
285,Z,0.053640,40,190,332,190,237,237,380,380,332
285,S,0.946360,40,190,332,190,237,237,380,380,332
286,Z,0.033840,40,237,332,237,285,285,380,380,332
286,S,0.966160,40,237,332,237,285,285,380,380,332
287,Z,0.024835,40,285,332,285,332,332,380,380,332
287,S,0.975165,40,285,332,285,332,332,380,380,332
288,Z,0.132472,40,332,332,332,380,380,380,380,332
288,S,0.867528,40,332,332,332,380,380,380,380,332
289,Z,0.021709,40,380,332,380,427,427,380,380,332
289,S,0.978291,40,380,332,380,427,427,380,380,332
290,Z,0.092366,40,427,332,427,475,475,380,380,332
290,S,0.907634,40,427,332,427,475,475,380,380,332
291,Z,0.007576,40,475,332,475,522,522,380,380,332
291,S,0.992424,40,475,332,475,522,522,380,380,332
292,Z,0.036245,40,522,332,522,570,570,380,380,332
292,S,0.963755,40,522,332,522,570,570,380,380,332
293,Z,0.008604,40,570,332,570,617,617,380,380,332
293,S,0.991396,40,570,332,570,617,617,380,380,332
294,Z,0.447468,40,617,332,617,665,665,380,380,332
294,S,0.552532,40,617,332,617,665,665,380,380,332
295,Z,0.049825,40,665,332,665,712,712,380,380,332
295,S,0.950175,40,665,332,665,712,712,380,380,332
296,Z,0.082043,40,712,332,712,760,760,380,380,332
296,S,0.917957,40,712,332,712,760,760,380,380,332
297,Z,0.036356,40,760,332,760,807,807,380,380,332
297,S,0.963644,40,760,332,760,807,807,380,380,332
298,Z,0.030383,40,807,332,807,855,855,380,380,332
298,S,0.969617,40,807,332,807,855,855,380,380,332
299,Z,0.016218,40,855,332,855,902,902,380,380,332
299,S,0.983782,40,855,332,855,902,902,380,380,332
300,Z,0.051955,40,902,332,902,950,950,380,380,332
300,S,0.948045,40,902,332,902,950,950,380,380,332
301,Z,0.055193,40,950,332,950,997,997,380,380,332
301,S,0.944807,40,950,332,950,997,997,380,380,332
302,Z,0.328646,40,997,332,997,1045,1045,380,380,332
302,S,0.671354,40,997,332,997,1045,1045,380,380,332
303,Z,0.260961,40,1045,332,1045,1092,1092,380,380,332
303,S,0.739039,40,1045,332,1045,1092,1092,380,380,332
304,Z,0.010470,40,1092,332,1092,1140,1140,380,380,332
304,S,0.989530,40,1092,332,1092,1140,1140,380,380,332
305,Z,0.009677,40,1140,332,1140,1187,1187,380,380,332
305,S,0.990323,40,1140,332,1140,1187,1187,380,380,332
306,Z,0.026180,40,1187,332,1187,1235,1235,380,380,332
306,S,0.973820,40,1187,332,1187,1235,1235,380,380,332
307,Z,0.007769,40,1235,332,1235,1282,1282,380,380,332
307,S,0.992231,40,1235,332,1235,1282,1282,380,380,332
308,Z,0.081901,40,1282,332,1282,1330,1330,380,380,332
308,S,0.918099,40,1282,332,1282,1330,1330,380,380,332
309,Z,0.062072,40,1330,332,1330,1377,1377,380,380,332
309,S,0.937928,40,1330,332,1330,1377,1377,380,380,332
310,Z,0.243042,40,1377,332,1377,1425,1425,380,380,332
310,S,0.756958,40,1377,332,1377,1425,1425,380,380,332
311,Z,0.316415,40,1425,332,1425,1472,1472,380,380,332
311,S,0.683585,40,1425,332,1425,1472,1472,380,380,332
312,Z,0.030915,40,1472,332,1472,1520,1520,380,380,332
312,S,0.969085,40,1472,332,1472,1520,1520,380,380,332
313,Z,0.022796,40,1520,332,1520,1567,1567,380,380,332
313,S,0.977204,40,1520,332,1520,1567,1567,380,380,332
314,Z,0.033871,40,1567,332,1567,1615,1615,380,380,332
314,S,0.966129,40,1567,332,1567,1615,1615,380,380,332
315,Z,0.019067,40,1615,332,1615,1662,1662,380,380,332
315,S,0.980933,40,1615,332,1615,1662,1662,380,380,332
316,Z,0.008776,40,1662,332,1662,1710,1710,380,380,332
316,S,0.991224,40,1662,332,1662,1710,1710,380,380,332
317,Z,0.236704,40,1710,332,1710,1757,1757,380,380,332
317,S,0.763296,40,1710,332,1710,1757,1757,380,380,332
318,Z,0.090994,40,1757,332,1757,1805,1805,380,380,332
318,S,0.909006,40,1757,332,1757,1805,1805,380,380,332
319,Z,0.005970,40,1805,332,1805,1852,1852,380,380,332
319,S,0.994030,40,1805,332,1805,1852,1852,380,380,332
320,Z,0.181288,40,1852,332,1852,1900,1900,380,380,332
320,S,0.818712,40,1852,332,1852,1900,1900,380,380,332
321,Z,0.007457,40,0,380,0,47,47,427,427,380
321,S,0.992543,40,0,380,0,47,47,427,427,380
322,Z,0.023314,40,47,380,47,95,95,427,427,380
322,S,0.976686,40,47,380,47,95,95,427,427,380
323,Z,0.107686,40,95,380,95,142,142,427,427,380
323,S,0.892314,40,95,380,95,142,142,427,427,380
324,Z,0.022445,40,142,380,142,190,190,427,427,380
324,S,0.977555,40,142,380,142,190,190,427,427,380
325,Z,0.079505,40,190,380,190,237,237,427,427,380
325,S,0.920495,40,190,380,190,237,237,427,427,380
326,Z,0.154332,40,237,380,237,285,285,427,427,380
326,S,0.845668,40,237,380,237,285,285,427,427,380
327,Z,0.022010,40,285,380,285,332,332,427,427,380
327,S,0.977990,40,285,380,285,332,332,427,427,380
328,Z,0.046425,40,332,380,332,380,380,427,427,380
328,S,0.953575,40,332,380,332,380,380,427,427,380
329,Z,0.032677,40,380,380,380,427,427,427,427,380
329,S,0.967323,40,380,380,380,427,427,427,427,380
330,Z,0.007506,40,427,380,427,475,475,427,427,380
330,S,0.992494,40,427,380,427,475,475,427,427,380
331,Z,0.004947,40,475,380,475,522,522,427,427,380
331,S,0.995053,40,475,380,475,522,522,427,427,380
332,Z,0.004878,40,522,380,522,570,570,427,427,380
332,S,0.995122,40,522,380,522,570,570,427,427,380
333,Z,0.107676,40,570,380,570,617,617,427,427,380
333,S,0.892324,40,570,380,570,617,617,427,427,380
334,Z,0.076847,40,617,380,617,665,665,427,427,380
334,S,0.923153,40,617,380,617,665,665,427,427,380
335,Z,0.018512,40,665,380,665,712,712,427,427,380
335,S,0.981488,40,665,380,665,712,712,427,427,380
336,Z,0.035458,40,712,380,712,760,760,427,427,380
336,S,0.964542,40,712,380,712,760,760,427,427,380
337,Z,0.042390,40,760,380,760,807,807,427,427,380
337,S,0.957610,40,760,380,760,807,807,427,427,380
338,Z,0.045464,40,807,380,807,855,855,427,427,380
338,S,0.954536,40,807,380,807,855,855,427,427,380
339,Z,0.075013,40,855,380,855,902,902,427,427,380
339,S,0.924987,40,855,380,855,902,902,427,427,380
340,Z,0.011825,40,902,380,902,950,950,427,427,380
340,S,0.988175,40,902,380,902,950,950,427,427,380
341,Z,0.736937,40,950,380,950,997,997,427,427,380
341,S,0.263063,40,950,380,950,997,997,427,427,380
342,Z,0.026326,40,997,380,997,1045,1045,427,427,380
342,S,0.973674,40,997,380,997,1045,1045,427,427,380
343,Z,0.131597,40,1045,380,1045,1092,1092,427,427,380
343,S,0.868403,40,1045,380,1045,1092,1092,427,427,380
344,Z,0.431481,40,1092,380,1092,1140,1140,427,427,380
344,S,0.568519,40,1092,380,1092,1140,1140,427,427,380
345,Z,0.099445,40,1140,380,1140,1187,1187,427,427,380
345,S,0.900555,40,1140,380,1140,1187,1187,427,427,380
346,Z,0.106877,40,1187,380,1187,1235,1235,427,427,380
346,S,0.893123,40,1187,380,1187,1235,1235,427,427,380
347,Z,0.075519,40,1235,380,1235,1282,1282,427,427,380
347,S,0.924481,40,1235,380,1235,1282,1282,427,427,380
348,Z,0.086854,40,1282,380,1282,1330,1330,427,427,380
348,S,0.913146,40,1282,380,1282,1330,1330,427,427,380
349,Z,0.019585,40,1330,380,1330,1377,1377,427,427,380
349,S,0.980415,40,1330,380,1330,1377,1377,427,427,380
350,Z,0.005884,40,1377,380,1377,1425,1425,427,427,380
350,S,0.994116,40,1377,380,1377,1425,1425,427,427,380
351,Z,0.096192,40,1425,380,1425,1472,1472,427,427,380
351,S,0.903808,40,1425,380,1425,1472,1472,427,427,380
352,Z,0.074762,40,1472,380,1472,1520,1520,427,427,380
352,S,0.925238,40,1472,380,1472,1520,1520,427,427,380
353,Z,0.038425,40,1520,380,1520,1567,1567,427,427,380
353,S,0.961575,40,1520,380,1520,1567,1567,427,427,380
354,Z,0.077156,40,1567,380,1567,1615,1615,427,427,380
354,S,0.922844,40,1567,380,1567,1615,1615,427,427,380
355,Z,0.423779,40,1615,380,1615,1662,1662,427,427,380
355,S,0.576221,40,1615,380,1615,1662,1662,427,427,380
356,Z,0.021532,40,1662,380,1662,1710,1710,427,427,380
356,S,0.978468,40,1662,380,1662,1710,1710,427,427,380
357,Z,0.005006,40,1710,380,1710,1757,1757,427,427,380
357,S,0.994994,40,1710,380,1710,1757,1757,427,427,380
358,Z,0.068293,40,1757,380,1757,1805,1805,427,427,380
358,S,0.931707,40,1757,380,1757,1805,1805,427,427,380
359,Z,0.020865,40,1805,380,1805,1852,1852,427,427,380
359,S,0.979135,40,1805,380,1805,1852,1852,427,427,380
360,Z,0.073575,40,1852,380,1852,1900,1900,427,427,380
360,S,0.926425,40,1852,380,1852,1900,1900,427,427,380
361,Z,0.297825,40,0,427,0,47,47,475,475,427
361,S,0.702175,40,0,427,0,47,47,475,475,427
362,Z,0.018101,40,47,427,47,95,95,475,475,427
362,S,0.981899,40,47,427,47,95,95,475,475,427
363,Z,0.023089,40,95,427,95,142,142,475,475,427
363,S,0.976911,40,95,427,95,142,142,475,475,427
364,Z,0.073692,40,142,427,142,190,190,475,475,427
364,S,0.926308,40,142,427,142,190,190,475,475,427
365,Z,0.027706,40,190,427,190,237,237,475,475,427
365,S,0.972294,40,190,427,190,237,237,475,475,427
366,Z,0.057189,40,237,427,237,285,285,475,475,427
366,S,0.942811,40,237,427,237,285,285,475,475,427
367,Z,0.086164,40,285,427,285,332,332,475,475,427
367,S,0.913836,40,285,427,285,332,332,475,475,427
368,Z,0.231712,40,332,427,332,380,380,475,475,427
368,S,0.768288,40,332,427,332,380,380,475,475,427
369,Z,0.086362,40,380,427,380,427,427,475,475,427
369,S,0.913638,40,380,427,380,427,427,475,475,427
370,Z,0.035296,40,427,427,427,475,475,475,475,427
370,S,0.964704,40,427,427,427,475,475,475,475,427
371,Z,0.013687,40,475,427,475,522,522,475,475,427
371,S,0.986313,40,475,427,475,522,522,475,475,427
372,Z,0.163835,40,522,427,522,570,570,475,475,427
372,S,0.836165,40,522,427,522,570,570,475,475,427
373,Z,0.124265,40,570,427,570,617,617,475,475,427
373,S,0.875735,40,570,427,570,617,617,475,475,427
374,Z,0.212133,40,617,427,617,665,665,475,475,427
374,S,0.787867,40,617,427,617,665,665,475,475,427
375,Z,0.047115,40,665,427,665,712,712,475,475,427
375,S,0.952885,40,665,427,665,712,712,475,475,427
376,Z,0.057054,40,712,427,712,760,760,475,475,427
376,S,0.942946,40,712,427,712,760,760,475,475,427
377,Z,0.063090,40,760,427,760,807,807,475,475,427
377,S,0.936910,40,760,427,760,807,807,475,475,427
378,Z,0.008119,40,807,427,807,855,855,475,475,427
378,S,0.991881,40,807,427,807,855,855,475,475,427
379,Z,0.022098,40,855,427,855,902,902,475,475,427
379,S,0.977902,40,855,427,855,902,902,475,475,427
380,Z,0.101846,40,902,427,902,950,950,475,475,427
380,S,0.898154,40,902,427,902,950,950,475,475,427
381,Z,0.083620,40,950,427,950,997,997,475,475,427
381,S,0.916380,40,950,427,950,997,997,475,475,427
382,Z,0.016248,40,997,427,997,1045,1045,475,475,427
382,S,0.983752,40,997,427,997,1045,1045,475,475,427
383,Z,0.026176,40,1045,427,1045,1092,1092,475,475,427
383,S,0.973824,40,1045,427,1045,1092,1092,475,475,427
384,Z,0.137870,40,1092,427,1092,1140,1140,475,475,427
384,S,0.862130,40,1092,427,1092,1140,1140,475,475,427
385,Z,0.207742,40,1140,427,1140,1187,1187,475,475,427
385,S,0.792258,40,1140,427,1140,1187,1187,475,475,427
386,Z,0.516955,40,1187,427,1187,1235,1235,475,475,427
386,S,0.483045,40,1187,427,1187,1235,1235,475,475,427
387,Z,0.165574,40,1235,427,1235,1282,1282,475,475,427
387,S,0.834426,40,1235,427,1235,1282,1282,475,475,427
388,Z,0.162238,40,1282,427,1282,1330,1330,475,475,427
388,S,0.837762,40,1282,427,1282,1330,1330,475,475,427
389,Z,0.017822,40,1330,427,1330,1377,1377,475,475,427
389,S,0.982178,40,1330,427,1330,1377,1377,475,475,427
390,Z,0.065247,40,1377,427,1377,1425,1425,475,475,427
390,S,0.934753,40,1377,427,1377,1425,1425,475,475,427
391,Z,0.087976,40,1425,427,1425,1472,1472,475,475,427
391,S,0.912024,40,1425,427,1425,1472,1472,475,475,427
392,Z,0.095672,40,1472,427,1472,1520,1520,475,475,427
392,S,0.904328,40,1472,427,1472,1520,1520,475,475,427
393,Z,0.254416,40,1520,427,1520,1567,1567,475,475,427
393,S,0.745584,40,1520,427,1520,1567,1567,475,475,427
394,Z,0.035266,40,1567,427,1567,1615,1615,475,475,427
394,S,0.964734,40,1567,427,1567,1615,1615,475,475,427
395,Z,0.395202,40,1615,427,1615,1662,1662,475,475,427
395,S,0.604798,40,1615,427,1615,1662,1662,475,475,427
396,Z,0.116270,40,1662,427,1662,1710,1710,475,475,427
396,S,0.883730,40,1662,427,1662,1710,1710,475,475,427
397,Z,0.149643,40,1710,427,1710,1757,1757,475,475,427
397,S,0.850357,40,1710,427,1710,1757,1757,475,475,427
398,Z,0.032167,40,1757,427,1757,1805,1805,475,475,427
398,S,0.967833,40,1757,427,1757,1805,1805,475,475,427
399,Z,0.090582,40,1805,427,1805,1852,1852,475,475,427
399,S,0.909418,40,1805,427,1805,1852,1852,475,475,427
400,Z,0.215322,40,1852,427,1852,1900,1900,475,475,427
400,S,0.784678,40,1852,427,1852,1900,1900,475,475,427
401,Z,0.009792,40,0,475,0,47,47,522,522,475
401,S,0.990208,40,0,475,0,47,47,522,522,475
402,Z,0.012545,40,47,475,47,95,95,522,522,475
402,S,0.987455,40,47,475,47,95,95,522,522,475
403,Z,0.176604,40,95,475,95,142,142,522,522,475
403,S,0.823396,40,95,475,95,142,142,522,522,475
404,Z,0.046353,40,142,475,142,190,190,522,522,475
404,S,0.953647,40,142,475,142,190,190,522,522,475
405,Z,0.038758,40,190,475,190,237,237,522,522,475
405,S,0.961242,40,190,475,190,237,237,522,522,475
406,Z,0.352113,40,237,475,237,285,285,522,522,475
406,S,0.647887,40,237,475,237,285,285,522,522,475
407,Z,0.321857,40,285,475,285,332,332,522,522,475
407,S,0.678143,40,285,475,285,332,332,522,522,475
408,Z,0.031566,40,332,475,332,380,380,522,522,475
408,S,0.968434,40,332,475,332,380,380,522,522,475
409,Z,0.021876,40,380,475,380,427,427,522,522,475
409,S,0.978124,40,380,475,380,427,427,522,522,475
410,Z,0.022335,40,427,475,427,475,475,522,522,475
410,S,0.977665,40,427,475,427,475,475,522,522,475
411,Z,0.031378,40,475,475,475,522,522,522,522,475
411,S,0.968622,40,475,475,475,522,522,522,522,475
412,Z,0.119940,40,522,475,522,570,570,522,522,475
412,S,0.880060,40,522,475,522,570,570,522,522,475
413,Z,0.089247,40,570,475,570,617,617,522,522,475
413,S,0.910753,40,570,475,570,617,617,522,522,475
414,Z,0.010607,40,617,475,617,665,665,522,522,475
414,S,0.989393,40,617,475,617,665,665,522,522,475
415,Z,0.102905,40,665,475,665,712,712,522,522,475
415,S,0.897095,40,665,475,665,712,712,522,522,475
416,Z,0.059552,40,712,475,712,760,760,522,522,475
416,S,0.940448,40,712,475,712,760,760,522,522,475
417,Z,0.046161,40,760,475,760,807,807,522,522,475
417,S,0.953839,40,760,475,760,807,807,522,522,475
418,Z,0.094827,40,807,475,807,855,855,522,522,475
418,S,0.905173,40,807,475,807,855,855,522,522,475
419,Z,0.071774,40,855,475,855,902,902,522,522,475
419,S,0.928226,40,855,475,855,902,902,522,522,475
420,Z,0.028953,40,902,475,902,950,950,522,522,475
420,S,0.971047,40,902,475,902,950,950,522,522,475
421,Z,0.071958,40,950,475,950,997,997,522,522,475
421,S,0.928042,40,950,475,950,997,997,522,522,475
422,Z,0.275313,40,997,475,997,1045,1045,522,522,475
422,S,0.724687,40,997,475,997,1045,1045,522,522,475
423,Z,0.158901,40,1045,475,1045,1092,1092,522,522,475
423,S,0.841099,40,1045,475,1045,1092,1092,522,522,475
424,Z,0.010954,40,1092,475,1092,1140,1140,522,522,475
424,S,0.989046,40,1092,475,1092,1140,1140,522,522,475
425,Z,0.056998,40,1140,475,1140,1187,1187,522,522,475
425,S,0.943002,40,1140,475,1140,1187,1187,522,522,475
426,Z,0.346070,40,1187,475,1187,1235,1235,522,522,475
426,S,0.653930,40,1187,475,1187,1235,1235,522,522,475
427,Z,0.144575,40,1235,475,1235,1282,1282,522,522,475
427,S,0.855425,40,1235,475,1235,1282,1282,522,522,475
428,Z,0.027522,40,1282,475,1282,1330,1330,522,522,475
428,S,0.972478,40,1282,475,1282,1330,1330,522,522,475
429,Z,0.003936,40,1330,475,1330,1377,1377,522,522,475
429,S,0.996064,40,1330,475,1330,1377,1377,522,522,475
430,Z,0.103990,40,1377,475,1377,1425,1425,522,522,475
430,S,0.896010,40,1377,475,1377,1425,1425,522,522,475
431,Z,0.081919,40,1425,475,1425,1472,1472,522,522,475
431,S,0.918081,40,1425,475,1425,1472,1472,522,522,475
432,Z,0.082746,40,1472,475,1472,1520,1520,522,522,475
432,S,0.917255,40,1472,475,1472,1520,1520,522,522,475
433,Z,0.058653,40,1520,475,1520,1567,1567,522,522,475
433,S,0.941347,40,1520,475,1520,1567,1567,522,522,475
434,Z,0.123695,40,1567,475,1567,1615,1615,522,522,475
434,S,0.876306,40,1567,475,1567,1615,1615,522,522,475
435,Z,0.097222,40,1615,475,1615,1662,1662,522,522,475
435,S,0.902778,40,1615,475,1615,1662,1662,522,522,475
436,Z,0.005506,40,1662,475,1662,1710,1710,522,522,475
436,S,0.994494,40,1662,475,1662,1710,1710,522,522,475
437,Z,0.059201,40,1710,475,1710,1757,1757,522,522,475
437,S,0.940799,40,1710,475,1710,1757,1757,522,522,475
438,Z,0.040848,40,1757,475,1757,1805,1805,522,522,475
438,S,0.959152,40,1757,475,1757,1805,1805,522,522,475
439,Z,0.017286,40,1805,475,1805,1852,1852,522,522,475
439,S,0.982714,40,1805,475,1805,1852,1852,522,522,475
440,Z,0.023401,40,1852,475,1852,1900,1900,522,522,475
440,S,0.976599,40,1852,475,1852,1900,1900,522,522,475
441,Z,0.018120,40,0,522,0,47,47,570,570,522
441,S,0.981880,40,0,522,0,47,47,570,570,522
442,Z,0.051119,40,47,522,47,95,95,570,570,522
442,S,0.948881,40,47,522,47,95,95,570,570,522
443,Z,0.027679,40,95,522,95,142,142,570,570,522
443,S,0.972321,40,95,522,95,142,142,570,570,522
444,Z,0.017942,40,142,522,142,190,190,570,570,522
444,S,0.982058,40,142,522,142,190,190,570,570,522
445,Z,0.058943,40,190,522,190,237,237,570,570,522
445,S,0.941057,40,190,522,190,237,237,570,570,522
446,Z,0.018707,40,237,522,237,285,285,570,570,522
446,S,0.981293,40,237,522,237,285,285,570,570,522
447,Z,0.068481,40,285,522,285,332,332,570,570,522
447,S,0.931519,40,285,522,285,332,332,570,570,522
448,Z,0.265895,40,332,522,332,380,380,570,570,522
448,S,0.734105,40,332,522,332,380,380,570,570,522
449,Z,0.105350,40,380,522,380,427,427,570,570,522
449,S,0.894650,40,380,522,380,427,427,570,570,522
450,Z,0.030049,40,427,522,427,475,475,570,570,522
450,S,0.969951,40,427,522,427,475,475,570,570,522
451,Z,0.254644,40,475,522,475,522,522,570,570,522
451,S,0.745356,40,475,522,475,522,522,570,570,522
452,Z,0.102250,40,522,522,522,570,570,570,570,522
452,S,0.897750,40,522,522,522,570,570,570,570,522
453,Z,0.148211,40,570,522,570,617,617,570,570,522
453,S,0.851789,40,570,522,570,617,617,570,570,522
454,Z,0.044069,40,617,522,617,665,665,570,570,522
454,S,0.955931,40,617,522,617,665,665,570,570,522
455,Z,0.011651,40,665,522,665,712,712,570,570,522
455,S,0.988349,40,665,522,665,712,712,570,570,522
456,Z,0.098449,40,712,522,712,760,760,570,570,522
456,S,0.901551,40,712,522,712,760,760,570,570,522
457,Z,0.044916,40,760,522,760,807,807,570,570,522
457,S,0.955084,40,760,522,760,807,807,570,570,522
458,Z,0.156273,40,807,522,807,855,855,570,570,522
458,S,0.843727,40,807,522,807,855,855,570,570,522
459,Z,0.128353,40,855,522,855,902,902,570,570,522
459,S,0.871647,40,855,522,855,902,902,570,570,522
460,Z,0.039644,40,902,522,902,950,950,570,570,522
460,S,0.960356,40,902,522,902,950,950,570,570,522
461,Z,0.074739,40,950,522,950,997,997,570,570,522
461,S,0.925261,40,950,522,950,997,997,570,570,522
462,Z,0.149709,40,997,522,997,1045,1045,570,570,522
462,S,0.850291,40,997,522,997,1045,1045,570,570,522
463,Z,0.221235,40,1045,522,1045,1092,1092,570,570,522
463,S,0.778765,40,1045,522,1045,1092,1092,570,570,522
464,Z,0.116666,40,1092,522,1092,1140,1140,570,570,522
464,S,0.883334,40,1092,522,1092,1140,1140,570,570,522
465,Z,0.399977,40,1140,522,1140,1187,1187,570,570,522
465,S,0.600023,40,1140,522,1140,1187,1187,570,570,522
466,Z,0.034550,40,1187,522,1187,1235,1235,570,570,522
466,S,0.965450,40,1187,522,1187,1235,1235,570,570,522
467,Z,0.020370,40,1235,522,1235,1282,1282,570,570,522
467,S,0.979630,40,1235,522,1235,1282,1282,570,570,522
468,Z,0.116000,40,1282,522,1282,1330,1330,570,570,522
468,S,0.884000,40,1282,522,1282,1330,1330,570,570,522
469,Z,0.065812,40,1330,522,1330,1377,1377,570,570,522
469,S,0.934188,40,1330,522,1330,1377,1377,570,570,522
470,Z,0.024212,40,1377,522,1377,1425,1425,570,570,522
470,S,0.975788,40,1377,522,1377,1425,1425,570,570,522
471,Z,0.148412,40,1425,522,1425,1472,1472,570,570,522
471,S,0.851588,40,1425,522,1425,1472,1472,570,570,522
472,Z,0.017407,40,1472,522,1472,1520,1520,570,570,522
472,S,0.982593,40,1472,522,1472,1520,1520,570,570,522
473,Z,0.081920,40,1520,522,1520,1567,1567,570,570,522
473,S,0.918080,40,1520,522,1520,1567,1567,570,570,522
474,Z,0.013947,40,1567,522,1567,1615,1615,570,570,522
474,S,0.986053,40,1567,522,1567,1615,1615,570,570,522
475,Z,0.017948,40,1615,522,1615,1662,1662,570,570,522
475,S,0.982052,40,1615,522,1615,1662,1662,570,570,522
